Sum of Age,Attrition,BusinessTravel,Sum of DailyRate,Department,Sum of DistanceFromHome,Sum of Education,EducationField,Sum of EmployeeCount,EmployeeNumber,Sum of EnvironmentSatisfaction,Gender,Sum of HourlyRate,Sum of JobInvolvement,Sum of JobLevel,JobRole,Sum of JobSatisfaction,MaritalStatus,Sum of MonthlyIncome,Sum of MonthlyRate,Sum of NumCompaniesWorked,Over18,OverTime,Sum of PercentSalaryHike,Sum of PerformanceRating,Sum of RelationshipSatisfaction,Sum of StandardHours,Sum of StockOptionLevel,Sum of TotalWorkingYears,Sum of TrainingTimesLastYear,Sum of WorkLifeBalance,Sum of YearsAtCompany,Sum of YearsInCurrentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager
58,No,Travel_Rarely,1160,Research & Development,44,6,Life Sciences,2,802,8,Male,76,4,2,Laboratory Technician,6,Divorced,31186,44180,4,Y,No,30,6,2,160,0,34,4,4,20,10,0,10
82,No,Travel_Rarely,1678,Research & Development,4,6,Life Sciences,2,802,4,Male,152,4,2,Manufacturing Director,6,Married,2018,18790,8,Y,No,30,6,2,160,0,34,4,4,26,2,14,0
42,No,Travel_Rarely,1516,Research & Development,2,8,Life Sciences,2,823,6,Male,194,4,2,Research Scientist,4,Single,8514,8614,0,Y,Yes,38,6,4,160,4,12,10,6,8,14,2,8
70,No,Travel_Rarely,848,Research & Development,16,6,Life Sciences,2,825,2,Male,122,6,4,Laboratory Technician,6,Single,14028,26806,0,Y,Yes,30,6,4,160,4,56,6,4,16,10,0,4
80,No,Travel_Rarely,1778,Research & Development,14,8,Life Sciences,2,841,8,Female,98,4,4,Manufacturing Director,4,Single,4252,45068,0,Y,No,28,6,6,160,4,16,4,4,0,12,0,16
62,No,Travel_Rarely,570,Research & Development,2,2,Life Sciences,2,844,4,Male,90,6,4,Laboratory Technician,4,Single,18756,32420,0,Y,No,26,6,2,160,2,2,6,2,28,14,12,8
62,No,Travel_Rarely,736,Research & Development,34,4,Life Sciences,2,845,6,Female,76,6,4,Sales Executive,6,Married,15746,19134,10,Y,Yes,22,6,6,160,0,26,8,4,16,8,4,4
80,No,Travel_Rarely,2994,Research & Development,32,6,Life Sciences,2,858,2,Male,132,4,4,Laboratory Technician,4,Divorced,4544,5994,12,Y,Yes,22,6,6,160,0,14,4,4,16,12,2,6
96,No,Travel_Rarely,302,Research & Development,10,6,Life Sciences,2,861,2,Male,126,4,4,Human Resources,6,Single,8386,33942,4,Y,No,32,6,4,160,2,12,2,6,0,16,2,22
90,No,Travel_Rarely,1362,Research & Development,14,4,Life Sciences,2,863,2,Male,72,6,4,Laboratory Technician,6,Single,31670,17956,8,Y,Yes,28,6,2,160,2,0,8,4,12,0,0,2
76,No,Travel_Rarely,1732,Research & Development,24,6,Life Sciences,2,865,4,Male,188,2,4,Healthcare Representative,6,Divorced,7312,4188,6,Y,No,42,6,8,160,2,10,2,6,0,6,8,4
68,No,Travel_Rarely,2774,Research & Development,44,6,Life Sciences,2,869,8,Female,146,4,2,Manager,2,Married,6722,26970,0,Y,No,22,6,6,160,2,26,6,6,16,14,0,10
76,No,Travel_Rarely,2216,Research & Development,10,4,Life Sciences,2,879,8,Female,144,6,4,Laboratory Technician,2,Divorced,15392,32288,0,Y,No,26,6,4,160,4,28,6,2,2,6,2,0
56,No,Travel_Rarely,2250,Research & Development,2,4,Life Sciences,2,882,8,Female,178,4,6,Sales Executive,2,Divorced,22172,7750,0,Y,Yes,22,6,4,160,0,12,0,6,16,14,0,2
42,No,Travel_Rarely,1260,Research & Development,34,6,Life Sciences,2,882,6,Male,122,4,2,Sales Executive,2,Married,5154,33294,6,Y,No,32,6,2,160,0,40,4,4,0,6,10,8
64,No,Travel_Rarely,1326,Research & Development,20,6,Life Sciences,2,885,6,Female,78,4,4,Research Director,6,Divorced,7876,12976,8,Y,Yes,30,6,4,160,0,56,2,6,20,0,8,2
96,No,Travel_Rarely,570,Research & Development,2,2,Life Sciences,2,888,4,Female,140,4,2,Research Director,8,Married,12292,25544,0,Y,No,30,6,6,160,0,0,4,6,14,16,4,14
40,No,Travel_Rarely,1834,Research & Development,10,6,Life Sciences,2,896,2,Male,90,4,2,Manufacturing Director,6,Single,11318,26822,0,Y,No,32,6,2,160,2,44,2,6,26,12,0,4
90,No,Travel_Rarely,848,Research & Development,10,4,Life Sciences,2,900,6,Female,200,4,10,Research Scientist,8,Single,10180,42600,2,Y,No,30,6,6,160,0,12,0,6,14,0,8,10
50,No,Travel_Rarely,1700,Research & Development,12,6,Life Sciences,2,900,2,Male,114,4,2,Laboratory Technician,4,Divorced,2830,31408,10,Y,No,40,6,2,160,0,26,0,2,0,12,8,4
56,No,Travel_Rarely,1702,Research & Development,18,6,Life Sciences,2,921,2,Male,148,2,4,Research Scientist,2,Single,17414,39368,0,Y,No,30,6,4,160,0,2,8,4,14,8,2,4
50,No,Travel_Rarely,1584,Research & Development,28,4,Life Sciences,2,922,4,Female,156,4,4,Laboratory Technician,6,Divorced,9342,10792,0,Y,No,30,6,4,160,0,24,10,2,8,10,12,4
106,No,Travel_Rarely,1662,Research & Development,14,6,Life Sciences,2,939,4,Male,96,4,6,Laboratory Technician,6,Divorced,5710,14636,6,Y,No,34,6,4,160,0,22,6,6,32,12,0,10
46,No,Travel_Rarely,1834,Research & Development,14,6,Life Sciences,2,942,2,Female,184,4,4,Healthcare Representative,8,Married,16264,53998,6,Y,Yes,22,6,6,160,2,42,8,4,2,0,10,8
82,No,Travel_Rarely,992,Research & Development,6,4,Life Sciences,2,943,6,Male,124,6,2,Manager,4,Married,3306,17560,6,Y,Yes,22,6,6,160,2,24,6,4,14,16,0,14
88,No,Travel_Rarely,1096,Research & Development,34,4,Life Sciences,2,943,6,Male,154,6,4,Sales Executive,6,Single,17046,26248,12,Y,No,22,6,6,160,2,34,4,4,36,6,6,12
38,No,Travel_Rarely,756,Research & Development,22,2,Life Sciences,2,962,6,Female,200,4,2,Sales Representative,6,Single,9218,28676,6,Y,No,22,6,4,160,0,36,6,4,0,10,0,2
82,No,Travel_Rarely,1382,Research & Development,2,2,Life Sciences,2,971,4,Female,96,2,2,Research Scientist,4,Divorced,14000,34564,2,Y,No,24,6,4,160,0,20,8,4,6,14,10,14
84,No,Travel_Rarely,1920,Research & Development,30,2,Life Sciences,2,972,8,Female,60,2,6,Laboratory Technician,2,Married,24702,29652,2,Y,No,28,6,4,160,0,10,4,6,30,18,16,16
66,No,Travel_Rarely,1278,Research & Development,22,4,Life Sciences,2,973,4,Male,200,6,6,Research Scientist,8,Single,22028,10530,0,Y,No,42,6,4,160,0,40,4,6,8,16,12,8
92,No,Travel_Rarely,2336,Research & Development,28,4,Life Sciences,2,974,4,Male,164,4,2,Research Director,8,Married,18748,25820,2,Y,Yes,28,6,2,160,0,48,2,4,14,20,16,14
108,No,Travel_Rarely,1300,Research & Development,40,4,Life Sciences,2,975,6,Female,190,2,2,Laboratory Technician,2,Single,22748,33536,0,Y,No,40,6,2,160,0,24,2,6,14,14,0,4
50,No,Travel_Rarely,1088,Research & Development,52,4,Life Sciences,2,981,2,Female,102,2,2,Manufacturing Director,2,Married,8676,32426,4,Y,No,36,6,6,160,2,14,6,4,18,8,0,10
80,No,Travel_Rarely,204,Research & Development,24,8,Life Sciences,2,981,4,Male,170,2,2,Research Scientist,4,Divorced,15256,45948,0,Y,No,38,6,4,160,2,22,6,8,8,10,6,8
96,No,Travel_Rarely,1450,Research & Development,14,6,Life Sciences,2,981,6,Male,84,2,2,Research Scientist,8,Married,9012,27816,0,Y,No,32,6,4,160,0,26,6,2,6,10,10,10
96,No,Travel_Rarely,1898,Research & Development,10,4,Life Sciences,2,983,2,Male,180,4,2,Sales Representative,2,Divorced,10618,31572,2,Y,No,22,6,4,160,2,8,10,4,10,0,0,8
54,No,Travel_Rarely,2174,Research & Development,14,2,Life Sciences,2,997,6,Male,200,4,4,Sales Executive,6,Single,22384,22428,10,Y,No,22,6,6,160,2,36,6,4,20,18,0,2
72,No,Travel_Rarely,1614,Research & Development,2,6,Life Sciences,2,1002,4,Female,118,4,4,Research Scientist,2,Married,6536,43184,0,Y,No,28,6,6,160,0,12,8,8,2,8,6,10
36,No,Travel_Rarely,2630,Research & Development,8,2,Life Sciences,2,1003,2,Male,154,4,4,Laboratory Technician,4,Married,21610,32066,0,Y,No,34,6,8,160,0,14,4,8,32,0,2,10
52,No,Travel_Rarely,1718,Research & Development,2,6,Life Sciences,2,1004,4,Male,86,6,4,Research Scientist,6,Divorced,14548,17176,2,Y,No,32,6,4,160,2,44,6,4,18,0,2,4
86,No,Travel_Rarely,1094,Research & Development,12,2,Life Sciences,2,1018,4,Male,130,2,4,Research Scientist,8,Married,2018,16586,8,Y,No,30,6,4,160,0,32,2,4,8,4,14,12
56,No,Travel_Rarely,1040,Research & Development,58,2,Life Sciences,2,1021,2,Male,86,2,4,Sales Executive,6,Single,2018,32494,4,Y,No,32,6,2,160,0,34,6,4,10,14,4,2
66,No,Travel_Rarely,1604,Research & Development,36,2,Life Sciences,2,1030,2,Male,106,4,2,Research Scientist,6,Divorced,16034,35092,0,Y,No,32,8,6,160,2,38,6,4,2,8,0,0
68,No,Travel_Rarely,1902,Research & Development,14,6,Life Sciences,2,1032,8,Male,138,4,4,Human Resources,6,Married,8152,25184,2,Y,No,30,6,4,160,2,42,4,4,4,0,2,2
84,No,Travel_Rarely,770,Research & Development,8,4,Life Sciences,2,1048,4,Male,152,4,4,Laboratory Technician,6,Married,7804,28178,2,Y,Yes,24,6,4,160,0,38,2,4,34,20,4,16
112,No,Travel_Rarely,1454,Research & Development,2,6,Life Sciences,2,1056,6,Female,154,4,2,Manufacturing Director,2,Divorced,21080,4348,0,Y,No,24,6,2,160,0,24,4,6,20,14,10,4
78,No,Travel_Rarely,1366,Research & Development,40,4,Life Sciences,2,1057,6,Male,134,4,2,Sales Executive,4,Married,18014,30584,0,Y,No,28,6,8,160,2,20,4,2,0,6,0,2
62,No,Travel_Rarely,2170,Research & Development,42,6,Life Sciences,2,1061,4,Female,132,4,2,Research Director,4,Married,14698,8094,4,Y,No,30,6,4,160,0,10,10,6,20,10,8,14
56,No,Travel_Rarely,2860,Research & Development,2,8,Life Sciences,2,1063,4,Male,128,2,4,Manufacturing Director,6,Divorced,23222,4188,8,Y,No,36,6,6,160,0,12,6,4,10,10,2,12
56,No,Travel_Rarely,1818,Research & Development,38,4,Life Sciences,2,1076,2,Male,186,6,2,Human Resources,2,Single,9508,30306,6,Y,No,38,6,8,160,0,0,6,6,0,6,10,6
70,No,Travel_Rarely,2462,Research & Development,20,2,Life Sciences,2,1087,6,Male,100,4,2,Human Resources,4,Married,6744,49976,0,Y,Yes,32,6,6,160,0,26,6,2,44,0,4,14
74,No,Travel_Rarely,1644,Research & Development,2,4,Life Sciences,2,1090,6,Male,200,6,2,Healthcare Representative,6,Married,17554,37370,14,Y,No,24,6,8,160,0,38,6,4,16,2,0,16
48,No,Travel_Rarely,610,Research & Development,32,2,Life Sciences,2,1101,8,Male,142,4,4,Healthcare Representative,6,Married,7068,49836,6,Y,No,44,6,4,160,2,32,4,4,8,18,0,8
96,No,Travel_Rarely,2622,Research & Development,2,2,Life Sciences,2,1123,6,Male,104,4,2,Sales Representative,8,Single,9036,14056,12,Y,No,38,6,6,160,0,48,2,4,0,0,8,20
70,No,Travel_Rarely,2896,Research & Development,2,4,Life Sciences,2,1127,4,Male,170,6,6,Manager,6,Single,24454,40788,6,Y,No,34,6,4,160,0,22,8,6,0,8,6,12
102,No,Travel_Rarely,1428,Research & Development,22,4,Life Sciences,2,1130,4,Female,168,4,2,Research Scientist,6,Single,12082,42804,4,Y,No,38,6,6,160,2,0,6,6,24,0,0,6
114,No,Travel_Rarely,846,Research & Development,20,8,Life Sciences,2,1152,6,Male,116,4,4,Sales Representative,6,Divorced,5210,12164,0,Y,No,22,6,4,160,2,20,6,6,4,4,2,6
58,No,Travel_Rarely,1274,Research & Development,30,2,Life Sciences,2,1153,4,Female,108,8,8,Healthcare Representative,6,Single,2748,34254,4,Y,No,30,6,6,160,0,0,8,4,20,14,2,4
64,No,Travel_Rarely,1414,Research & Development,28,6,Life Sciences,2,1165,2,Female,110,4,4,Research Director,2,Married,3202,38244,0,Y,No,30,6,2,160,0,12,8,8,30,26,0,6
54,No,Travel_Rarely,2742,Research & Development,2,4,Life Sciences,2,1170,4,Female,126,4,6,Laboratory Technician,6,Divorced,2018,30842,0,Y,No,30,6,6,160,0,12,8,4,26,0,6,0
64,No,Travel_Rarely,464,Research & Development,28,6,Life Sciences,2,1192,4,Male,184,4,4,Research Director,4,Single,2018,33838,0,Y,No,40,6,6,160,0,24,2,6,14,2,8,0
84,No,Travel_Rarely,1566,Research & Development,32,6,Life Sciences,2,1194,4,Female,150,2,2,Sales Executive,2,Married,25572,33994,8,Y,No,36,6,4,160,0,28,2,4,30,14,10,0
46,No,Travel_Rarely,550,Research & Development,22,4,Life Sciences,2,1205,8,Male,68,2,2,Manager,4,Married,12520,45312,2,Y,Yes,22,6,4,160,2,24,6,2,36,0,6,16
42,No,Travel_Rarely,1676,Research & Development,16,2,Life Sciences,2,1209,4,Male,142,6,2,Healthcare Representative,6,Married,17382,31798,6,Y,Yes,24,6,6,160,2,10,4,4,0,12,0,6
78,No,Travel_Rarely,204,Research & Development,42,4,Life Sciences,2,1213,8,Male,200,4,4,Healthcare Representative,6,Single,9282,44414,2,Y,Yes,36,6,6,160,0,32,4,4,18,4,0,14
84,No,Travel_Rarely,2052,Research & Development,50,6,Life Sciences,2,1236,6,Female,142,6,8,Research Scientist,4,Married,2320,44860,4,Y,No,34,6,8,160,0,52,4,6,14,16,16,0
86,No,Travel_Rarely,204,Research & Development,24,8,Life Sciences,2,1237,4,Female,180,2,2,Manufacturing Director,6,Single,28648,21174,6,Y,No,30,6,2,160,2,36,0,6,18,10,12,2
106,No,Travel_Rarely,860,Research & Development,20,6,Life Sciences,2,1239,4,Male,118,2,4,Human Resources,4,Married,13726,25948,6,Y,Yes,26,6,2,160,0,26,2,4,16,8,8,12
84,No,Travel_Rarely,1694,Research & Development,2,4,Life Sciences,2,1240,4,Female,116,6,2,Laboratory Technician,6,Single,8624,18482,0,Y,No,22,6,4,160,0,24,2,6,14,12,10,0
88,No,Travel_Rarely,2456,Research & Development,8,6,Life Sciences,2,1244,4,Male,96,4,4,Sales Executive,6,Single,12892,10800,8,Y,Yes,36,6,2,160,2,38,2,6,10,4,0,0
80,No,Travel_Rarely,2368,Research & Development,2,2,Life Sciences,2,1245,4,Male,120,4,2,Laboratory Technician,2,Married,9480,33570,0,Y,No,30,6,4,160,0,30,2,6,0,0,2,0
82,No,Travel_Rarely,660,Research & Development,2,6,Life Sciences,2,1247,4,Male,150,4,2,Sales Executive,6,Married,4992,34486,2,Y,No,44,6,2,160,0,0,4,4,28,0,6,10
62,No,Travel_Rarely,1738,Research & Development,40,6,Life Sciences,2,1248,8,Male,176,6,4,Sales Executive,4,Single,20200,46312,10,Y,No,48,6,4,160,0,2,6,6,18,2,0,14
72,No,Travel_Rarely,1922,Research & Development,10,4,Life Sciences,2,1254,6,Female,200,2,4,Human Resources,4,Married,6952,6852,14,Y,No,22,6,2,160,2,2,8,6,38,8,12,6
36,No,Travel_Rarely,204,Research & Development,24,6,Life Sciences,2,1255,2,Female,146,4,4,Research Scientist,4,Divorced,9026,15314,2,Y,Yes,24,6,4,160,2,40,0,8,6,12,2,0
96,No,Travel_Rarely,1454,Research & Development,12,6,Life Sciences,2,1269,4,Male,160,6,4,Sales Representative,6,Married,6506,45250,4,Y,No,36,6,8,160,0,4,0,6,28,0,12,18
86,No,Travel_Rarely,1668,Research & Development,38,4,Life Sciences,2,1273,4,Male,126,4,4,Laboratory Technician,4,Married,4884,40664,6,Y,Yes,22,6,2,160,2,40,8,6,22,8,2,6
68,No,Travel_Rarely,204,Research & Development,30,4,Life Sciences,2,1274,4,Male,134,4,2,Research Scientist,6,Divorced,3536,25064,2,Y,No,40,6,4,160,4,18,4,4,24,14,8,10
44,No,Travel_Rarely,1858,Research & Development,42,8,Life Sciences,2,1277,4,Male,106,4,2,Laboratory Technician,6,Divorced,4632,35822,0,Y,Yes,22,6,6,160,0,20,8,4,20,2,0,2
74,No,Travel_Rarely,1768,Research & Development,38,6,Life Sciences,2,1278,8,Male,98,6,2,Laboratory Technician,4,Married,13384,36310,2,Y,No,30,6,6,160,4,0,4,4,0,0,4,14
60,No,Travel_Rarely,2364,Research & Development,52,6,Life Sciences,2,1278,8,Male,60,4,6,Research Scientist,6,Single,21038,6832,6,Y,No,22,6,4,160,2,36,8,4,4,16,0,10
58,No,Travel_Rarely,1236,Research & Development,42,4,Life Sciences,2,1279,2,Female,110,4,4,Manager,4,Single,16150,47456,6,Y,Yes,34,6,4,160,0,4,2,4,16,12,0,16
64,No,Travel_Rarely,840,Research & Development,40,4,Life Sciences,2,1280,4,Male,118,6,4,Laboratory Technician,4,Married,9814,6822,0,Y,No,44,6,6,160,0,40,8,6,0,0,0,18
110,No,Travel_Rarely,2738,Research & Development,12,4,Life Sciences,2,1289,6,Male,134,6,2,Manager,4,Single,19800,20058,6,Y,No,36,6,8,160,2,36,0,4,6,12,0,16
90,No,Travel_Rarely,2440,Research & Development,38,10,Life Sciences,2,1293,6,Male,170,6,4,Laboratory Technician,4,Divorced,14746,31372,2,Y,No,30,6,4,160,0,40,8,4,44,8,6,4
78,No,Travel_Rarely,684,Research & Development,18,8,Life Sciences,2,1294,4,Female,200,6,2,Sales Executive,4,Single,9330,28996,4,Y,Yes,34,6,4,160,2,34,8,4,12,0,6,0
84,No,Travel_Rarely,204,Research & Development,30,4,Life Sciences,2,1301,4,Female,172,4,4,Sales Executive,4,Married,10162,24682,4,Y,No,28,6,2,160,2,36,6,4,18,6,8,12
44,No,Travel_Rarely,1474,Research & Development,8,8,Life Sciences,2,1301,6,Male,60,2,2,Laboratory Technician,4,Single,22142,38552,6,Y,No,22,6,6,160,0,0,4,4,8,2,12,10
60,No,Travel_Rarely,1458,Research & Development,56,2,Life Sciences,2,1303,2,Female,162,4,4,Sales Executive,6,Married,16862,33716,8,Y,No,32,6,2,160,0,48,8,4,8,8,6,14
78,No,Travel_Rarely,1606,Research & Development,2,2,Life Sciences,2,1312,4,Male,178,6,6,Manufacturing Director,4,Single,24462,45824,4,Y,No,34,6,6,160,2,44,6,4,4,20,20,10
46,No,Travel_Rarely,1770,Research & Development,28,4,Life Sciences,2,1313,4,Female,122,4,2,Research Scientist,4,Single,6390,45932,6,Y,No,28,6,2,160,2,22,2,2,12,18,6,14
80,No,Travel_Rarely,996,Research & Development,36,6,Life Sciences,2,1314,4,Female,88,6,4,Sales Representative,8,Divorced,12828,23086,2,Y,No,22,6,2,160,0,22,4,2,0,14,22,6
66,No,Travel_Rarely,2256,Research & Development,2,4,Life Sciences,2,1314,2,Male,116,6,4,Research Scientist,2,Single,3162,30918,6,Y,No,26,6,4,160,0,38,10,8,0,10,8,4
76,No,Travel_Rarely,2998,Research & Development,22,6,Life Sciences,2,1319,8,Male,96,2,6,Sales Executive,8,Married,21038,29014,12,Y,No,26,6,2,160,0,30,2,4,14,8,0,10
88,No,Travel_Rarely,1430,Research & Development,22,8,Life Sciences,2,1321,6,Female,132,4,6,Manufacturing Director,2,Divorced,20042,18970,8,Y,No,38,6,6,160,0,4,6,2,8,12,2,0
82,No,Travel_Rarely,1898,Research & Development,8,8,Life Sciences,2,1322,6,Male,164,2,2,Sales Executive,2,Single,11438,31284,14,Y,No,30,6,6,160,0,38,6,6,32,18,18,6
106,No,Travel_Rarely,1768,Research & Development,28,6,Life Sciences,2,1323,4,Male,160,2,4,Manufacturing Director,2,Single,8456,16144,2,Y,No,40,6,6,160,0,24,6,6,14,0,2,8
40,No,Travel_Rarely,2080,Research & Development,42,4,Life Sciences,2,1328,2,Female,182,6,4,Manager,4,Married,3656,53002,4,Y,No,24,6,6,160,2,42,6,4,0,4,6,4
102,No,Travel_Rarely,204,Research & Development,18,4,Life Sciences,2,1332,2,Male,150,4,2,Research Director,4,Divorced,2018,22530,4,Y,Yes,22,6,4,160,0,10,4,6,18,26,4,18
84,No,Travel_Rarely,2020,Research & Development,30,6,Life Sciences,2,1339,6,Female,114,6,6,Research Scientist,4,Single,16180,48622,12,Y,No,22,6,6,160,2,2,2,6,28,2,0,18
68,No,Travel_Rarely,2524,Research & Development,32,4,Life Sciences,2,1340,4,Female,134,6,6,Sales Executive,4,Divorced,6876,53998,0,Y,Yes,26,6,8,160,4,6,8,6,0,6,0,10
86,No,Travel_Rarely,204,Research & Development,44,4,Life Sciences,2,1341,6,Male,120,4,2,Research Scientist,8,Single,27690,23096,6,Y,No,38,6,4,160,0,18,2,4,22,10,4,16
100,No,Travel_Rarely,1166,Research & Development,32,6,Life Sciences,2,1342,6,Male,114,6,4,Manufacturing Director,4,Divorced,20198,4188,4,Y,No,22,6,4,160,4,0,4,4,26,14,6,0
74,No,Travel_Rarely,2998,Research & Development,18,8,Life Sciences,2,1343,2,Female,68,6,2,Research Director,4,Married,31258,22550,12,Y,No,28,6,2,160,0,38,4,2,4,6,6,2
40,No,Travel_Rarely,2998,Research & Development,18,2,Life Sciences,2,1347,4,Female,142,4,6,Sales Executive,4,Married,13682,52060,8,Y,No,22,6,8,160,0,12,8,6,8,14,0,2
86,No,Travel_Rarely,620,Research & Development,26,2,Life Sciences,2,1348,4,Female,110,2,2,Sales Executive,2,Single,13530,18892,4,Y,Yes,22,6,4,160,0,20,4,2,22,8,8,2
68,No,Travel_Rarely,1036,Research & Development,8,4,Life Sciences,2,1348,2,Male,162,6,2,Sales Executive,4,Married,21954,21730,2,Y,No,38,6,8,160,0,8,8,2,6,14,4,2
68,No,Travel_Rarely,2998,Research & Development,6,8,Life Sciences,2,1369,4,Male,150,6,6,Human Resources,6,Single,4598,6114,4,Y,No,28,6,6,160,0,18,4,6,28,12,0,4
102,No,Travel_Rarely,290,Research & Development,14,8,Life Sciences,2,1374,8,Male,170,4,2,Laboratory Technician,2,Married,9726,21528,4,Y,No,36,6,8,160,0,36,6,4,6,6,2,14
82,No,Travel_Rarely,2034,Research & Development,26,2,Life Sciences,2,1375,6,Female,68,6,2,Manager,6,Divorced,7482,48512,8,Y,No,32,6,8,160,0,6,6,4,0,10,0,10
54,No,Travel_Rarely,2006,Research & Development,22,6,Life Sciences,2,1378,2,Male,76,4,2,Laboratory Technician,4,Married,2018,31958,2,Y,No,30,6,8,160,0,50,4,6,20,12,2,14
100,No,Travel_Rarely,846,Research & Development,10,6,Life Sciences,2,1412,2,Male,102,6,2,Laboratory Technician,6,Single,13794,11042,0,Y,No,30,6,4,160,0,32,4,4,4,4,6,16
42,No,Travel_Rarely,1986,Research & Development,32,4,Life Sciences,2,1414,2,Female,98,4,4,Healthcare Representative,8,Married,13062,34912,4,Y,No,36,6,6,160,0,8,4,2,32,6,10,6
68,No,Travel_Rarely,758,Research & Development,32,6,Life Sciences,2,1419,6,Male,156,6,8,Laboratory Technician,6,Single,23178,52388,0,Y,No,34,6,4,160,2,28,4,4,10,12,0,22
96,No,Travel_Rarely,1900,Research & Development,22,4,Life Sciences,2,1425,4,Female,104,6,2,Manager,4,Married,11446,47648,6,Y,No,32,6,2,160,0,14,4,8,18,2,6,0
74,No,Travel_Rarely,2254,Research & Development,26,4,Life Sciences,2,1429,2,Female,132,6,6,Laboratory Technician,2,Single,6370,7222,16,Y,No,36,6,2,160,0,14,6,6,8,6,12,10
68,No,Travel_Rarely,752,Research & Development,38,4,Life Sciences,2,1431,8,Male,128,4,6,Research Director,2,Married,7750,37270,6,Y,Yes,32,6,4,160,0,10,2,2,8,2,0,0
72,No,Travel_Rarely,2958,Research & Development,14,6,Life Sciences,2,1434,4,Female,140,4,2,Research Scientist,4,Single,13970,48324,8,Y,No,36,6,8,160,2,16,2,6,32,2,0,0
102,No,Travel_Rarely,1424,Research & Development,2,6,Life Sciences,2,1444,2,Male,138,4,2,Sales Executive,6,Married,9160,45618,0,Y,No,34,6,2,160,0,24,8,4,14,12,8,10
84,No,Travel_Rarely,2810,Research & Development,20,4,Life Sciences,2,1450,6,Female,82,4,4,Manufacturing Director,6,Single,5078,39428,0,Y,Yes,22,6,2,160,2,0,4,6,16,22,4,10
64,No,Travel_Rarely,2974,Research & Development,2,2,Life Sciences,2,1456,2,Female,90,6,2,Laboratory Technician,2,Married,10636,24832,6,Y,No,32,6,6,160,2,6,6,6,14,8,20,2
88,No,Travel_Rarely,1332,Research & Development,22,2,Life Sciences,2,1466,8,Female,140,6,2,Laboratory Technician,4,Single,5294,50092,8,Y,No,34,6,2,160,0,18,4,6,16,8,4,14
80,No,Travel_Rarely,852,Research & Development,20,4,Life Sciences,2,1466,6,Female,164,6,6,Sales Executive,8,Married,12918,28672,8,Y,Yes,40,6,4,160,0,56,6,2,26,8,0,12
90,No,Travel_Rarely,980,Research & Development,2,2,Life Sciences,2,1486,6,Male,114,4,8,Manager,8,Married,8598,27916,0,Y,Yes,30,6,2,160,0,18,4,6,14,8,2,12
94,No,Travel_Rarely,404,Research & Development,24,6,Life Sciences,2,1486,2,Male,120,4,6,Manufacturing Director,4,Divorced,28700,24622,10,Y,No,30,6,4,160,2,0,6,4,14,0,0,4
72,No,Travel_Rarely,992,Research & Development,40,4,Life Sciences,2,1495,8,Male,86,8,4,Sales Executive,4,Married,2018,39074,4,Y,No,22,6,4,160,0,0,8,4,12,0,0,12
100,No,Travel_Rarely,1914,Research & Development,2,2,Life Sciences,2,1499,2,Male,200,4,6,Human Resources,6,Married,37190,12396,4,Y,No,42,6,2,160,0,6,2,6,30,6,10,14
48,No,Travel_Rarely,2458,Research & Development,18,2,Life Sciences,2,1502,4,Female,188,2,4,Sales Representative,2,Married,33322,44198,0,Y,Yes,22,6,4,160,0,6,2,4,20,4,0,12
74,No,Travel_Rarely,1598,Research & Development,44,4,Life Sciences,2,1506,4,Male,60,4,2,Research Scientist,4,Single,9500,22154,4,Y,No,28,6,4,160,0,26,4,6,6,6,0,6
68,No,Travel_Rarely,1276,Research & Development,18,2,Life Sciences,2,1509,8,Female,82,4,2,Laboratory Technician,2,Married,6320,43254,6,Y,No,24,6,8,160,0,28,0,2,28,12,8,4
68,No,Travel_Rarely,1122,Research & Development,34,6,Life Sciences,2,1509,6,Female,134,2,2,Sales Representative,2,Married,10666,53998,4,Y,No,36,6,2,160,0,6,2,6,24,8,10,4
60,No,Travel_Rarely,562,Research & Development,2,6,Life Sciences,2,1511,8,Female,116,6,2,Laboratory Technician,2,Married,2018,25262,0,Y,Yes,26,6,6,160,0,24,6,4,0,12,20,6
56,No,Travel_Rarely,2986,Research & Development,14,4,Life Sciences,2,1515,8,Male,140,4,8,Manufacturing Director,6,Divorced,18580,47688,6,Y,No,26,6,8,160,2,10,0,6,12,2,0,10
