Age,Attrition,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany
52,No,Research & Development,8,Other,3,Female,3,1,Laboratory Technician,1,Married,2950,No,12,1.0,5.0
37,No,Research & Development,11,Medical,1,Female,3,1,Laboratory Technician,3,Single,3629,No,8,3.0,3.0
35,No,Research & Development,18,Life Sciences,3,Male,3,3,Manufacturing Director,4,Single,9362,No,10,3.0,2.0
25,No,Research & Development,1,Technical Degree,1,Male,3,1,Laboratory Technician,4,Married,3229,No,7,2.0,3.0
26,No,Research & Development,7,Other,3,Male,4,1,Laboratory Technician,1,Single,3578,No,8,3.0,7.0
29,No,Human Resources,17,Other,2,Male,2,3,Human Resources,1,Single,7988,No,10,2.0,10.0
49,Yes,Research & Development,28,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,4284,No,20,3.0,4.0
29,Yes,Research & Development,14,Other,3,Female,3,3,Healthcare Representative,4,Single,7553,Yes,9,3.0,8.0
54,No,Research & Development,1,Medical,4,Female,3,4,Research Director,4,Single,17328,No,29,2.0,20.0
58,No,Research & Development,1,Medical,4,Female,3,5,Research Director,1,Married,19701,Yes,32,3.0,9.0
55,No,Research & Development,1,Medical,2,Male,4,4,Research Director,4,Divorced,14732,No,31,4.0,7.0
36,No,Sales,3,Marketing,1,Female,3,2,Sales Executive,2,Single,9278,Yes,15,3.0,5.0
31,Yes,Sales,1,Life Sciences,2,Female,1,1,Sales Representative,3,Single,1359,No,1,3.0,1.0
30,No,Sales,7,Marketing,4,Female,3,2,Sales Executive,1,Divorced,4779,No,8,3.0,3.0
31,No,Research & Development,8,Life Sciences,1,Female,3,4,Research Director,2,Single,16422,No,9,4.0,3.0
34,No,Research & Development,1,Other,4,Male,3,1,Research Scientist,1,Divorced,2996,No,10,3.0,4.0
31,Yes,Research & Development,8,Life Sciences,1,Female,2,1,Research Scientist,2,Single,1261,No,1,4.0,1.0
27,No,Research & Development,11,Life Sciences,2,Male,3,1,Laboratory Technician,1,Married,2099,No,6,4.0,5.0
36,No,Research & Development,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,5810,No,10,2.0,10.0
36,No,Sales,16,Marketing,3,Female,2,2,Sales Executive,1,Married,5647,No,11,2.0,3.0
47,No,Research & Development,1,Technical Degree,1,Male,3,1,Research Scientist,4,Married,3420,No,17,2.0,6.0
25,Yes,Sales,9,Life Sciences,1,Male,2,1,Sales Representative,1,Married,4400,No,6,3.0,3.0
37,No,Research & Development,5,Technical Degree,3,Male,4,1,Laboratory Technician,3,Single,3500,No,7,1.0,6.0
56,No,Research & Development,1,Life Sciences,1,Female,3,1,Research Scientist,1,Married,2066,No,5,4.0,3.0
47,No,Research & Development,2,Medical,1,Female,3,4,Research Director,3,Married,17169,No,26,4.0,20.0
24,No,Sales,4,Medical,4,Female,3,2,Sales Executive,3,Married,4162,Yes,5,3.0,5.0
32,No,Sales,7,Marketing,4,Male,3,2,Sales Executive,4,Married,9204,No,7,2.0,4.0
34,No,Research & Development,1,Life Sciences,4,Female,2,1,Laboratory Technician,2,Married,3294,No,7,2.0,5.0
41,No,Research & Development,5,Medical,2,Male,4,1,Research Scientist,3,Married,2127,Yes,7,2.0,4.0
40,No,Research & Development,9,Other,3,Male,3,2,Laboratory Technician,3,Divorced,3975,No,11,4.0,8.0
31,No,Sales,8,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,10793,No,13,3.0,13.0
46,Yes,Sales,9,Marketing,1,Male,3,3,Sales Executive,4,Divorced,10096,No,28,4.0,7.0
39,Yes,Research & Development,2,Life Sciences,1,Female,2,1,Laboratory Technician,1,Single,3646,Yes,11,4.0,1.0
31,Yes,Research & Development,1,Life Sciences,3,Female,4,3,Manufacturing Director,2,Single,7446,No,10,3.0,10.0
45,No,Research & Development,20,Medical,2,Male,1,3,Healthcare Representative,1,Divorced,10851,Yes,24,3.0,7.0
31,No,Human Resources,8,Medical,4,Female,4,1,Human Resources,2,Single,2109,No,8,3.0,3.0
31,Yes,Research & Development,2,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,3722,Yes,7,1.0,2.0
45,No,Research & Development,29,Technical Degree,2,Male,3,3,Manufacturing Director,4,Married,9380,Yes,10,4.0,3.0
48,No,Sales,7,Marketing,3,Male,3,2,Sales Executive,1,Divorced,5486,No,15,3.0,2.0
34,Yes,Human Resources,9,Technical Degree,1,Female,3,1,Human Resources,3,Married,2742,No,2,3.0,2.0
40,No,Research & Development,8,Medical,4,Male,2,3,Research Director,2,Divorced,13757,No,16,3.0,9.0
28,No,Sales,5,Medical,4,Male,3,2,Sales Executive,1,Single,8463,No,6,3.0,5.0
44,No,Research & Development,5,Life Sciences,3,Male,2,1,Laboratory Technician,3,Single,3162,No,7,3.0,5.0
53,No,Research & Development,2,Medical,4,Male,4,4,Research Director,2,Single,16598,No,35,2.0,9.0
49,No,Research & Development,5,Technical Degree,1,Male,3,2,Healthcare Representative,3,Married,6651,No,20,2.0,3.0
40,No,Research & Development,2,Medical,3,Male,3,1,Research Scientist,3,Divorced,2345,No,8,4.0,3.0
44,No,Research & Development,20,Life Sciences,4,Male,3,1,Research Scientist,2,Single,3420,No,6,2.0,5.0
33,No,Sales,7,Medical,4,Male,3,2,Sales Executive,1,Married,4373,No,5,3.0,4.0
34,No,Sales,3,Other,4,Male,1,2,Sales Executive,1,Single,4759,No,15,3.0,13.0
30,No,Sales,16,Life Sciences,4,Male,3,2,Sales Executive,3,Married,5301,No,4,2.0,2.0
42,No,Research & Development,9,Medical,1,Female,3,1,Laboratory Technician,4,Single,3673,No,12,3.0,12.0
44,No,Sales,1,Marketing,1,Female,3,2,Sales Executive,3,Married,4768,No,11,2.0,1.0
30,No,Research & Development,7,Technical Degree,3,Male,3,1,Research Scientist,3,Divorced,1274,No,1,2.0,1.0
57,No,Research & Development,1,Life Sciences,2,Male,4,2,Research Scientist,3,Married,4900,No,13,2.0,12.0
49,No,Research & Development,7,Life Sciences,3,Male,3,3,Healthcare Representative,2,Divorced,10466,No,29,3.0,8.0
34,No,Research & Development,15,Medical,2,Male,3,4,Research Director,1,Divorced,17007,No,16,2.0,14.0
28,Yes,Sales,1,Technical Degree,1,Male,3,1,Sales Representative,3,Married,2909,No,5,4.0,3.0
34,Yes,Sales,24,Medical,1,Female,2,2,Sales Executive,2,Single,4599,Yes,16,4.0,15.0
35,No,Sales,7,Life Sciences,4,Male,3,1,Sales Representative,3,Married,2404,No,1,3.0,1.0
24,Yes,Research & Development,9,Medical,2,Male,3,1,Laboratory Technician,1,Single,3172,Yes,4,2.0,0.0
24,No,Sales,13,Life Sciences,4,Female,3,1,Sales Representative,2,Married,2033,No,1,3.0,1.0
44,No,Research & Development,2,Medical,2,Male,3,3,Manufacturing Director,3,Single,10209,Yes,16,2.0,2.0
29,No,Sales,19,Life Sciences,3,Male,2,2,Sales Executive,3,Divorced,8620,No,10,3.0,10.0
30,No,Human Resources,1,Life Sciences,3,Male,3,1,Human Resources,3,Divorced,2064,No,6,4.0,5.0
55,No,Research & Development,4,Life Sciences,4,Male,3,2,Healthcare Representative,3,Married,4035,Yes,4,3.0,3.0
33,No,Research & Development,4,Medical,1,Female,2,1,Laboratory Technician,2,Married,3838,No,8,3.0,5.0
47,No,Sales,14,Medical,3,Female,3,2,Sales Executive,3,Married,4591,Yes,11,2.0,5.0
28,Yes,Research & Development,2,Medical,3,Male,2,1,Laboratory Technician,1,Single,2561,No,8,2.0,0.0
28,No,Research & Development,1,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,1563,No,1,1.0,1.0
28,No,Sales,7,Life Sciences,3,Male,3,2,Sales Executive,1,Single,4898,No,5,3.0,4.0
49,No,Research & Development,3,Medical,3,Female,2,2,Laboratory Technician,1,Married,4789,No,10,3.0,3.0
29,No,Research & Development,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,3180,No,4,3.0,3.0
28,No,Research & Development,29,Life Sciences,3,Male,1,2,Manufacturing Director,2,Married,6549,No,8,2.0,8.0
33,No,Research & Development,8,Life Sciences,4,Male,3,2,Healthcare Representative,3,Single,6388,Yes,14,3.0,0.0
32,No,Research & Development,10,Medical,3,Male,3,3,Manager,4,Single,11244,No,10,4.0,5.0
54,No,Research & Development,11,Medical,2,Female,3,4,Manager,4,Divorced,16032,No,26,3.0,14.0
29,Yes,Research & Development,1,Technical Degree,1,Male,2,1,Research Scientist,1,Single,2362,No,11,1.0,9.0
44,No,Research & Development,28,Life Sciences,4,Male,3,4,Research Director,1,Married,16328,No,24,4.0,20.0
39,No,Research & Development,6,Life Sciences,2,Female,3,3,Manufacturing Director,2,Single,8376,No,9,3.0,2.0
46,No,Sales,3,Life Sciences,3,Female,3,4,Manager,2,Married,16606,No,23,4.0,13.0
35,No,Research & Development,16,Life Sciences,4,Female,2,3,Healthcare Representative,2,Single,8606,No,11,1.0,11.0
23,No,Research & Development,20,Life Sciences,1,Male,3,2,Laboratory Technician,3,Single,2272,No,5,3.0,4.0
40,Yes,Research & Development,9,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,2018,No,15,1.0,5.0
34,No,Sales,1,Technical Degree,4,Male,2,3,Sales Executive,3,Married,7083,Yes,10,3.0,10.0
31,Yes,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,Single,4084,No,7,1.0,7.0
50,No,Research & Development,22,Medical,3,Male,1,4,Research Director,4,Single,14411,Yes,32,3.0,32.0
34,No,Sales,7,Technical Degree,2,Male,3,1,Sales Representative,3,Married,2308,Yes,12,3.0,11.0
42,No,Research & Development,2,Medical,3,Male,2,1,Laboratory Technician,2,Married,4841,No,4,3.0,1.0
37,No,Research & Development,13,Medical,1,Male,3,2,Research Scientist,4,Married,4285,No,10,3.0,10.0
29,No,Research & Development,8,Other,3,Female,1,2,Healthcare Representative,1,Married,9715,No,9,3.0,7.0
33,No,Research & Development,25,Life Sciences,4,Male,2,2,Manufacturing Director,2,Single,4320,No,5,3.0,5.0
45,No,Research & Development,28,Technical Degree,4,Male,3,1,Research Scientist,4,Married,2132,No,8,3.0,5.0
42,No,Research & Development,2,Life Sciences,4,Male,3,3,Healthcare Representative,4,Married,10124,Yes,24,1.0,20.0
40,No,Sales,9,Medical,1,Male,3,2,Sales Executive,1,Married,5473,No,9,4.0,8.0
33,No,Research & Development,28,Life Sciences,2,Male,3,2,Laboratory Technician,3,Married,5207,Yes,15,3.0,15.0
40,No,Human Resources,6,Medical,3,Male,3,4,Manager,4,Single,16437,Yes,21,3.0,21.0
24,No,Research & Development,21,Technical Degree,3,Male,2,1,Laboratory Technician,1,Divorced,2296,No,2,3.0,1.0
40,No,Research & Development,8,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,4069,Yes,8,3.0,2.0
45,No,Research & Development,1,Technical Degree,1,Male,3,3,Healthcare Representative,2,Divorced,7441,No,10,3.0,10.0
35,No,Sales,28,Life Sciences,2,Female,2,1,Sales Representative,3,Married,2430,No,6,3.0,5.0
32,No,Research & Development,5,Life Sciences,4,Female,2,2,Research Scientist,2,Married,5878,No,12,3.0,7.0
36,No,Sales,2,Life Sciences,3,Male,3,1,Sales Representative,4,Single,2644,Yes,7,2.0,3.0
48,No,Sales,16,Life Sciences,3,Female,3,2,Sales Executive,3,Divorced,6439,No,18,3.0,8.0
29,No,Research & Development,9,Life Sciences,3,Male,4,1,Research Scientist,3,Married,2451,No,5,2.0,1.0
33,No,Sales,8,Life Sciences,1,Male,3,2,Sales Executive,1,Married,6392,No,8,1.0,2.0
30,Yes,Sales,1,Life Sciences,2,Male,2,2,Sales Executive,1,Married,9714,No,10,3.0,10.0
38,No,Human Resources,10,Human Resources,3,Male,3,2,Human Resources,3,Married,6077,No,10,3.0,6.0
35,No,Research & Development,1,Medical,4,Male,2,1,Laboratory Technician,1,Single,2450,No,3,3.0,3.0
30,No,Sales,29,Technical Degree,3,Male,3,3,Sales Executive,2,Married,9250,No,9,3.0,4.0
35,Yes,Research & Development,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,Divorced,2074,Yes,1,3.0,1.0
53,Yes,Research & Development,2,Technical Degree,3,Female,2,3,Manufacturing Director,4,Married,10169,No,34,3.0,33.0
38,Yes,Research & Development,2,Medical,3,Male,3,2,Manufacturing Director,2,Married,4855,No,7,3.0,5.0
32,No,Research & Development,1,Technical Degree,4,Male,3,2,Research Scientist,1,Married,4087,No,9,2.0,6.0
48,No,Research & Development,15,Other,3,Female,3,1,Research Scientist,1,Married,2367,No,10,2.0,8.0
34,No,Research & Development,7,Medical,1,Male,3,1,Research Scientist,4,Single,2972,No,1,1.0,1.0
55,No,Sales,26,Marketing,3,Male,2,5,Manager,4,Married,19586,No,36,3.0,36.0
34,No,Research & Development,1,Life Sciences,2,Male,3,2,Research Scientist,4,Married,5484,No,9,2.0,2.0
26,No,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,4,Married,2061,No,1,3.0,1.0
38,No,Sales,14,Life Sciences,3,Male,3,2,Sales Executive,2,Married,9924,No,10,3.0,9.0
38,No,Sales,16,Life Sciences,2,Female,3,2,Sales Executive,2,Single,4198,No,8,4.0,3.0
36,No,Sales,1,Life Sciences,2,Female,3,2,Sales Executive,3,Single,6815,No,15,3.0,1.0
29,No,Research & Development,3,Medical,2,Male,3,1,Laboratory Technician,1,Single,4723,Yes,10,3.0,10.0
35,No,Research & Development,10,Medical,1,Female,3,2,Healthcare Representative,3,Single,6142,Yes,10,3.0,5.0
39,No,Sales,6,Medical,4,Male,4,3,Sales Executive,3,Married,8237,No,11,3.0,7.0
29,No,Research & Development,2,Life Sciences,1,Male,3,2,Healthcare Representative,4,Divorced,8853,No,6,4.0,6.0
50,No,Sales,9,Marketing,3,Male,3,5,Manager,3,Married,19331,Yes,27,3.0,1.0
23,No,Research & Development,10,Technical Degree,4,Male,4,1,Research Scientist,3,Married,2073,No,4,3.0,2.0
36,No,Research & Development,6,Life Sciences,1,Male,4,2,Laboratory Technician,1,Married,5562,Yes,9,3.0,3.0
42,No,Research & Development,9,Other,4,Male,2,5,Manager,4,Single,19613,No,24,3.0,1.0
35,No,Research & Development,28,Life Sciences,2,Male,4,2,Laboratory Technician,3,Married,3407,No,10,2.0,10.0
34,No,Research & Development,10,Technical Degree,4,Male,2,2,Healthcare Representative,3,Married,5063,No,8,2.0,8.0
40,No,Sales,14,Life Sciences,4,Female,3,2,Sales Executive,1,Married,4639,No,5,3.0,5.0
43,No,Research & Development,27,Technical Degree,4,Male,4,1,Laboratory Technician,2,Divorced,4876,No,8,3.0,6.0
35,No,Research & Development,7,Life Sciences,3,Male,2,1,Laboratory Technician,4,Married,2690,No,1,2.0,1.0
46,No,Sales,1,Life Sciences,4,Male,4,4,Manager,1,Single,17567,No,27,1.0,26.0
28,Yes,Research & Development,24,Medical,3,Male,3,1,Laboratory Technician,2,Married,2408,Yes,1,3.0,1.0
22,No,Research & Development,26,Other,2,Female,2,1,Research Scientist,3,Married,2814,Yes,4,2.0,4.0
50,No,Research & Development,20,Medical,2,Male,3,4,Healthcare Representative,3,Married,11245,Yes,32,3.0,30.0
32,No,Research & Development,5,Other,2,Female,4,1,Research Scientist,4,Married,3312,No,6,3.0,3.0
44,No,Research & Development,7,Medical,2,Female,3,5,Research Director,4,Divorced,19049,Yes,23,2.0,22.0
30,No,Research & Development,7,Medical,2,Male,2,1,Research Scientist,2,Married,2141,No,6,2.0,6.0
45,No,Research & Development,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,5769,Yes,10,3.0,10.0
45,No,Sales,26,Marketing,1,Male,2,2,Sales Executive,1,Married,4385,No,10,3.0,10.0
31,No,Sales,2,Other,4,Male,3,2,Sales Executive,1,Single,5332,No,10,3.0,5.0
36,No,Research & Development,12,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,4663,Yes,7,3.0,3.0
34,No,Research & Development,10,Life Sciences,3,Male,4,2,Manufacturing Director,4,Divorced,4724,No,9,3.0,9.0
49,No,Research & Development,25,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,3211,No,10,2.0,9.0
39,No,Research & Development,10,Medical,2,Male,3,2,Manufacturing Director,1,Married,5377,No,10,3.0,7.0
27,No,Research & Development,19,Other,4,Male,2,1,Laboratory Technician,1,Divorced,4066,No,7,3.0,7.0
35,No,Research & Development,18,Life Sciences,2,Male,4,2,Research Scientist,1,Married,5208,No,16,3.0,16.0
28,No,Research & Development,27,Medical,2,Female,1,2,Manufacturing Director,1,Divorced,4877,No,6,2.0,5.0
21,No,Research & Development,5,Medical,3,Male,3,1,Research Scientist,4,Single,3117,No,3,3.0,2.0
18,Yes,Sales,3,Medical,2,Female,3,1,Sales Representative,4,Single,1569,Yes,0,4.0,0.0
47,No,Human Resources,26,Life Sciences,4,Female,3,5,Manager,3,Married,19658,No,27,3.0,5.0
39,No,Research & Development,3,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,3069,No,11,3.0,10.0
40,No,Research & Development,15,Life Sciences,1,Female,2,3,Manufacturing Director,3,Married,10435,No,18,3.0,18.0
35,No,Research & Development,8,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,4148,No,15,3.0,14.0
37,No,Research & Development,19,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,5768,No,9,2.0,4.0
39,No,Research & Development,4,Medical,1,Female,3,2,Manufacturing Director,3,Single,5042,No,10,1.0,9.0
45,No,Research & Development,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,5770,No,10,3.0,10.0
38,No,Research & Development,2,Medical,4,Female,2,3,Manufacturing Director,3,Married,7756,Yes,10,4.0,5.0
35,Yes,Sales,10,Medical,4,Male,2,3,Sales Executive,1,Married,10306,No,15,3.0,13.0
37,No,Research & Development,10,Medical,2,Female,3,1,Research Scientist,2,Married,3936,No,8,1.0,8.0
40,No,Research & Development,16,Life Sciences,3,Female,3,3,Manufacturing Director,4,Single,7945,Yes,18,2.0,4.0
44,No,Human Resources,1,Human Resources,1,Male,3,2,Human Resources,4,Married,5743,Yes,14,3.0,10.0
48,No,Research & Development,4,Medical,3,Male,2,4,Manager,4,Married,15202,No,23,3.0,2.0
35,Yes,Sales,15,Medical,1,Male,1,2,Sales Executive,4,Divorced,5440,Yes,7,2.0,2.0
24,No,Research & Development,2,Technical Degree,1,Female,3,1,Research Scientist,4,Single,3760,Yes,6,3.0,6.0
27,No,Research & Development,8,Medical,2,Female,4,1,Research Scientist,3,Married,3517,No,5,3.0,3.0
27,No,Research & Development,2,Medical,4,Male,3,1,Research Scientist,4,Single,2580,No,6,2.0,4.0
40,Yes,Research & Development,7,Life Sciences,1,Male,3,1,Laboratory Technician,1,Single,2166,Yes,10,1.0,4.0
29,No,Sales,10,Medical,3,Male,2,2,Sales Executive,3,Single,5869,No,8,3.0,5.0
36,No,Research & Development,5,Life Sciences,2,Female,3,3,Healthcare Representative,1,Married,8008,No,9,3.0,3.0
25,No,Research & Development,2,Life Sciences,4,Male,4,2,Manufacturing Director,3,Divorced,5206,No,7,3.0,7.0
39,No,Research & Development,12,Medical,4,Male,3,2,Manufacturing Director,2,Married,5295,No,7,3.0,5.0
49,No,Research & Development,22,Other,1,Female,3,4,Research Director,2,Married,16413,No,27,3.0,4.0
50,No,Research & Development,17,Life Sciences,4,Female,2,3,Research Director,1,Divorced,13269,No,19,3.0,14.0
20,No,Sales,2,Medical,3,Female,3,1,Sales Representative,3,Single,2783,No,2,3.0,2.0
34,No,Research & Development,3,Life Sciences,4,Female,3,2,Research Scientist,2,Divorced,5433,No,11,3.0,11.0
36,No,Research & Development,7,Life Sciences,1,Male,3,1,Laboratory Technician,2,Single,2013,No,15,3.0,4.0
49,No,Research & Development,6,Life Sciences,3,Female,2,4,Healthcare Representative,3,Married,13966,Yes,30,3.0,15.0
36,No,Research & Development,1,Medical,4,Female,2,2,Manufacturing Director,3,Married,4374,No,4,3.0,3.0
36,No,Research & Development,3,Life Sciences,4,Male,4,2,Healthcare Representative,1,Divorced,6842,No,13,3.0,5.0
54,No,Research & Development,22,Medical,2,Female,3,4,Manager,3,Married,17426,No,36,3.0,10.0
43,No,Research & Development,15,Life Sciences,3,Male,2,4,Research Director,3,Married,17603,No,14,3.0,14.0
35,Yes,Sales,12,Other,4,Male,3,2,Sales Executive,4,Single,4581,Yes,13,4.0,11.0
38,No,Research & Development,1,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,No,19,4.0,13.0
29,No,Sales,5,Medical,1,Male,2,2,Sales Executive,2,Divorced,4187,Yes,10,2.0,10.0
33,No,Sales,2,Medical,4,Male,3,2,Sales Executive,4,Divorced,5505,No,6,3.0,6.0
32,No,Research & Development,2,Medical,4,Male,3,2,Research Scientist,2,Divorced,5470,No,10,2.0,9.0
31,No,Sales,5,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5476,No,10,3.0,10.0
49,No,Research & Development,16,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,2587,Yes,17,2.0,2.0
38,No,Research & Development,2,Medical,4,Female,2,1,Laboratory Technician,2,Single,2440,No,4,3.0,4.0
47,No,Sales,2,Life Sciences,2,Female,4,4,Manager,2,Divorced,15972,No,29,3.0,3.0
49,No,Research & Development,1,Life Sciences,3,Male,3,4,Manager,3,Single,15379,No,23,3.0,8.0
41,No,Sales,23,Life Sciences,4,Male,3,3,Sales Executive,3,Single,7082,Yes,21,3.0,2.0
20,No,Sales,9,Life Sciences,4,Male,3,1,Sales Representative,1,Single,2728,No,2,3.0,2.0
33,No,Sales,16,Life Sciences,3,Female,3,2,Sales Executive,4,Divorced,5368,Yes,7,3.0,6.0
36,No,Research & Development,26,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,5347,No,10,2.0,3.0
44,No,Human Resources,1,Life Sciences,3,Female,3,1,Human Resources,4,Divorced,3195,Yes,8,3.0,2.0
23,Yes,Research & Development,8,Medical,4,Male,2,1,Laboratory Technician,3,Single,3989,Yes,5,3.0,5.0
38,No,Research & Development,4,Medical,4,Female,3,1,Laboratory Technician,3,Married,3306,No,7,2.0,0.0
53,No,Research & Development,24,Medical,2,Male,4,3,Healthcare Representative,4,Married,7005,No,11,3.0,4.0
48,Yes,Sales,7,Medical,4,Female,3,1,Sales Representative,3,Married,2655,Yes,19,3.0,9.0
32,Yes,Research & Development,2,Life Sciences,4,Male,3,1,Laboratory Technician,2,Single,1393,No,1,3.0,1.0
26,No,Research & Development,7,Medical,4,Male,3,1,Laboratory Technician,4,Single,2570,No,7,3.0,7.0
55,No,Research & Development,22,Technical Degree,1,Male,2,1,Research Scientist,2,Divorced,3537,No,8,3.0,4.0
